ou_mean,ou_std,PV4_r,PV4_cv
0.025,0.015,122.36155913978494,0.6303733801291542
0.0217142857142857,0.0085714285714285,126.57123655913979,0.3411528807047518
0.0085714285714285,0.0,0.0,
0.0052857142857142,0.0064285714285714,0.0,
0.0151428571428571,0.0085714285714285,47.163978494623656,1.2347327486967519
0.002,0.0064285714285714,0.0,
0.0085714285714285,0.0021428571428571,0.0,
0.025,0.0021428571428571,151.74059139784947,0.03201296827153593
0.0217142857142857,0.0128571428571428,106.45564516129032,0.739466065542466
0.0085714285714285,0.0085714285714285,0.33736559139784944,1.136012899225391
0.0118571428571428,0.0,0.0,
0.0052857142857142,0.015,0.33602150537634407,1.205971187795198
0.002,0.015,0.033602150537634407,
0.0151428571428571,0.0021428571428571,84.34408602150538,0.3288544369108342
0.0052857142857142,0.0128571428571428,0.12231182795698925,1.2921065860570173
0.0217142857142857,0.0042857142857142,137.67069892473117,0.1059591784617395
0.0118571428571428,0.0128571428571428,10.763440860215054,1.5076195415984874
0.0184285714285714,0.0085714285714285,95.98118279569893,0.7017858479274957
0.0184285714285714,0.015,63.26478494623656,1.2291842319424913
0.0052857142857142,0.0,0.0,
0.025,0.0085714285714285,143.36693548387098,0.19227366302813415
0.002,0.0085714285714285,0.0,
0.0217142857142857,0.0021428571428571,140.2002688172043,0.04630903193201896
0.025,0.0128571428571428,130.94758064516128,0.457679902459713
0.0184285714285714,0.0021428571428571,122.77956989247312,0.07982107008131281
0.0085714285714285,0.0064285714285714,0.04704301075268817,
0.0052857142857142,0.0085714285714285,0.0,
0.0052857142857142,0.0042857142857142,0.0,
0.0118571428571428,0.0064285714285714,6.846774193548387,1.3696464405036581
0.0184285714285714,0.0042857142857142,117.64381720430107,0.20416474327097003
0.002,0.0107142857142857,0.0,
0.002,0.0128571428571428,0.004032258064516129,
0.0085714285714285,0.0107142857142857,0.9556451612903226,1.1051490199255471
0.025,0.0,152.25,0.003719576777278302
0.0184285714285714,0.0,124.375,0.0032441997186430636
0.002,0.0021428571428571,0.0,
0.0217142857142857,0.0107142857142857,117.38172043010752,0.5346528837269244
0.0085714285714285,0.0128571428571428,1.7123655913978495,1.2159231861797724
0.002,0.0042857142857142,0.0,
0.0151428571428571,0.0064285714285714,55.6505376344086,1.0615203576057064
0.0151428571428571,0.015,31.93010752688172,1.478099484869816
0.0118571428571428,0.0021428571428571,0.05241935483870968,
0.0184285714285714,0.0064285714285714,108.5,0.4346210312650905
0.025,0.0064285714285714,147.44892473118279,0.12050706669174585
0.0118571428571428,0.015,11.255376344086022,1.5222636948539934
0.0151428571428571,0.0128571428571428,35.72043010752688,1.4248653452716522
0.0085714285714285,0.0042857142857142,0.0013440860215053765,
0.0184285714285714,0.0128571428571428,72.44623655913979,1.1028742349457723
0.025,0.0107142857142857,138.02956989247312,0.30333103354512697
0.0151428571428571,0.0,92.375,0.004931744710331851
0.0184285714285714,0.0107142857142857,83.49327956989248,0.9313142903764892
0.0052857142857142,0.0021428571428571,0.0,
0.0052857142857142,0.0107142857142857,0.030913978494623656,
0.0118571428571428,0.0107142857142857,10.15725806451613,1.4837305087710704
0.0217142857142857,0.0064285714285714,133.25940860215053,0.1927076413453855
0.0118571428571428,0.0085714285714285,9.05510752688172,1.4261959847588317
0.0118571428571428,0.0042857142857142,3.068548387096774,1.2701812124789875
0.0217142857142857,0.015,95.45967741935483,0.9244161732532004
0.0151428571428571,0.0107142857142857,40.75403225806452,1.3520304343967615
0.0085714285714285,0.015,2.4690860215053765,1.3416882195833528
0.002,0.0,0.0,
0.025,0.0042857142857142,150.19892473118279,0.06973220632082076
0.0217142857142857,0.0,141.0,0.0029795127945156418
0.0151428571428571,0.0042857142857142,67.61827956989248,0.7899024638003828
